"","X","stock.id","species","stock","region","sub.region","brood.yr","spawners","recruits","entry.yr","ln.rs","long","lat","loc.sst","our.region"
"447",447,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",1983,212640,1245992,1985,1.76808668381611,160.45,58.95,0.473755048691722,"EBS"
"448",448,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",1984,150978,167004,1986,0.100883633389631,160.45,58.95,0.687729075932198,"EBS"
"449",449,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",1985,153482,350671,1987,0.82626516565998,160.45,58.95,0.76962352209025,"EBS"
"450",450,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",1986,203384,760090,1988,1.31834102953493,160.45,58.95,0.540631821081364,"EBS"
"451",451,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",1987,278276,892200,1989,1.16507689575382,160.45,58.95,0.364859224707835,"EBS"
"452",452,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",1988,309012,616260,1990,0.690288841310623,160.45,58.95,0.275919689399005,"EBS"
"453",453,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",1989,104240,548303,1991,1.66013212103568,160.45,58.95,-0.0571382145232272,"EBS"
"454",454,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",1990,166297,704724,1992,1.44403089044975,160.45,58.95,0.611165980503769,"EBS"
"455",455,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",1991,254088,690188,1993,0.999283360538721,160.45,58.95,0.559874315704129,"EBS"
"456",456,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",1992,209516,275227,1994,0.272796102950776,160.45,58.95,0.326672893471748,"EBS"
"457",457,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",1993,188610,322621,1995,0.536796868603605,160.45,58.95,0.452886903294848,"EBS"
"458",458,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",1994,174172,254406,1996,0.378888099381926,160.45,58.95,0.566702248477852,"EBS"
"459",459,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",1995,211226,1440819,1997,1.92003833057728,160.45,58.95,0.448229922978401,"EBS"
"460",460,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",1996,187174,1118048,1998,1.78730092109514,160.45,58.95,-0.0982333919433961,"EBS"
"461",461,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",1997,152223,462339,1999,1.11095183727873,160.45,58.95,-0.100908499553103,"EBS"
"462",462,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",1998,175476,809749,2000,1.52922204168388,160.45,58.95,0.591304062466031,"EBS"
"463",463,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",1999,196136,517983,2001,0.971134127028313,160.45,58.95,0.900519012010203,"EBS"
"464",464,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",2000,352245,706646,2002,0.69620287707339,160.45,58.95,1.50304737435883,"EBS"
"465",465,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",2001,303346,637173,2003,0.742167136044088,160.45,58.95,0.944811427997913,"EBS"
"466",466,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",2002,178577,1027566,2004,1.74992829712982,160.45,58.95,0.992560597171947,"EBS"
"467",467,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",2003,232302,998354,2005,1.45806967353988,160.45,58.95,0.335571761770781,"EBS"
"468",468,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",2004,135637,681185,2006,1.61385172893798,160.45,58.95,-0.10831661529537,"EBS"
"469",469,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",2005,155778,777908,2007,1.60817634846724,160.45,58.95,-0.328788201062753,"EBS"
"470",470,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",2006,312126,836553,2008,0.985882925215256,160.45,58.95,-0.297432521235485,"EBS"
"471",471,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",2007,269646,887883,2009,1.19172998992565,160.45,58.95,-0.324845220202381,"EBS"
"472",472,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",2008,205680,609588,2010,1.08646175618168,160.45,58.95,-0.157983327846113,"EBS"
"473",473,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",2009,313946,490026,2011,0.445237454324818,160.45,58.95,-0.415652781414708,"EBS"
"474",474,NA,"Sockeye","Togiak","Bristol Bay","Bristol Bay North",2010,188298,482972,2012,0.941932866699907,160.45,58.95,-0.0953632817996613,"EBS"
"481",481,NA,"Sockeye","Ugashik","Bristol Bay","Bristol Bay South",1963,388254,132737,1965,-1.07329003772594,157.6,57.5,-0.492949057513274,"EBS"
"482",482,NA,"Sockeye","Ugashik","Bristol Bay","Bristol Bay South",1964,472770,274729,1966,-0.542823855060538,157.6,57.5,-0.0361479774282064,"EBS"
"483",483,NA,"Sockeye","Ugashik","Bristol Bay","Bristol Bay South",1965,996612,392952,1967,-0.930674059708705,157.6,57.5,-0.33102182367765,"EBS"
"484",484,NA,"Sockeye","Ugashik","Bristol Bay","Bristol Bay South",1966,704436,2388183,1968,1.22089062210065,157.6,57.5,-0.261561544222681,"EBS"
"485",485,NA,"Sockeye","Ugashik","Bristol Bay","Bristol Bay South",1967,238830,230347,1969,-0.0361651341311274,157.6,57.5,-0.226824801904985,"EBS"
"486",486,NA,"Sockeye","Ugashik","Bristol Bay","Bristol Bay South",1968,70896,45086,1970,-0.452642237425193,157.6,57.5,-0.92242779228581,"EBS"
"487",487,NA,"Sockeye","Ugashik","Bristol Bay","Bristol Bay South",1969,160380,89239,1971,-0.586227835614673,157.6,57.5,-1.3374312136666,"EBS"
