"","stock","in.Dorner.et.al.","GOA","brood.yr","spawners","recruits","use","source","lat","long","notes","entry.yr","ln.rs","loc.sst","w.sst.1","w.sst.2","w.sst.3","our.region","npgo3","npgo2","npgo","pdo3","pdo2","pdo"
"287","Bowron","y",0,1979,16178,29984,1,"DFO",49.12,123.06,"",1981,0.617011611460251,0.0559595121288069,0.0897968814384097,0.370842160175704,-0.012650476630275,"South",-0.5770881,-0.284655343,-0.485978396,0.524666666666667,0.551,0.662
"288","Bowron","y",0,1980,1376,45170,1,"DFO",49.12,123.06,"",1982,3.49125241015536,-0.0572506492870108,0.651887438912999,0.177651703832671,0.148366763034584,"South",-0.162543242666667,-0.000825666000000003,-0.08333229,0.622,0.602,0.44
"289","Bowron","y",0,1981,562,16532,1,"DFO",49.12,123.06,"",1983,3.38155132573793,0.388741943066105,-0.296584031247657,0.0412192575879472,0.244775318029631,"South",0.0519785146666667,0.119633917,0.081680958,0.880666666666667,1.101,0.764
"290","Bowron","y",0,1982,990,5277,1,"DFO",49.12,123.06,"",1984,1.67340809027703,-0.126445311638147,0.379022546423552,0.369353530984145,0.147374343573544,"South",0.186787122,0.239340204,0.157586876,1.02133333333333,1.15,1.438
"291","Bowron","y",0,1983,3484,38149,1,"DFO",49.12,123.06,"",1985,2.39331848607687,-0.671630025531903,0.359684515544738,-0.0966492175057407,0.0619080371373567,"South",-0.251014759333333,-0.455315577,0.321093532,1.06933333333333,0.885,0.862
"292","Bowron","y",0,1984,4909,50603,1,"DFO",49.12,123.06,"",1986,2.33294060799756,0.0552692193859541,-0.55298295055622,-0.673153596746119,-0.3288742259825,"South",-0.25140106,-0.537648356,-1.231724686,1.208,1.381,0.908
"293","Bowron","y",0,1985,3030,19177,1,"DFO",49.12,123.06,"",1987,1.8451490247701,0.308508004039388,-0.793324242936019,0.0239271690151051,-0.168376204175337,"South",-0.08616401,0.486616328,0.156427974,1.34266666666667,1.56,1.854
"294","Bowron","y",0,1986,1396,21198,1,"DFO",49.12,123.06,"",1988,2.72029583326488,-0.167934203250884,0.841178580966229,0.695736307659983,0.199382790794649,"South",0.651188529333333,0.898568807,0.816804682,0.823333333333333,0.308,1.266
"295","Bowron","y",0,1987,5660,22592,1,"DFO",49.12,123.06,"",1989,1.38417196909574,-0.089100507773222,0.550294034353737,-0.129029516823506,0.194373182439739,"South",0.61025427,0.506979064,0.980332932,0.0533333333333333,-0.553,-0.65
"296","Bowron","y",0,1988,7405,13050,1,"DFO",49.12,123.06,"",1990,0.56663268604894,-0.271846596630678,-0.808353068000749,-0.45461151024743,-0.119642995380374,"South",0.0628196646666667,-0.395936969,0.033625196,-0.893333333333333,-1.015,-0.456
